,AccountScore,BusinessType,Complexity,CustomerID,DateTime,DeviceRating,EquipmentPrice,MonthlyMaintenance,ProductCategory,ProductWeight,UsagePerDay,UsageType
2187,47,LLC,1,98761349,7-2017,1,6617,1714,Fastners Firestop Strut,713,16,2
2188,34,LLC,3,98761350,7-2017,2,534,3791,Power Tools,367,9,3
2189,80,LLC,2,98761350,7-2017,4,2582,2966,Hilti Services,162,14,1
2190,67,LLC,3,98761350,7-2017,1,8796,1452,Contractor Services,895,13,1
2191,79,LLC,3,98761350,7-2017,3,7452,1548,Fastners Firestop Strut,683,9,1
2192,80,LLC,1,98761351,7-2017,5,6876,2925,Power Tools,654,1,2
2193,77,LLC,1,98761351,7-2017,2,907,743,Hilti Services,858,17,1
2194,22,LLC,3,98761351,7-2017,2,1937,2112,Contractor Services,991,1,2
2195,31,LLC,1,98761351,7-2017,2,4741,2974,Fastners Firestop Strut,703,4,1
2196,95,LLC,2,98761352,7-2017,4,9220,3015,Power Tools,876,0,3
2197,65,LLC,1,98761352,7-2017,2,1483,750,Hilti Services,48,6,1
2198,82,LLC,2,98761352,7-2017,5,7504,3759,Contractor Services,931,23,2
2199,87,LLC,2,98761352,7-2017,1,320,4884,Fastners Firestop Strut,61,14,2
2200,60,LLC,2,98761353,7-2017,3,5875,2578,Power Tools,774,5,2
2201,80,LLC,1,98761353,7-2017,3,8311,812,Hilti Services,469,0,3
2202,92,LLC,1,98761353,7-2017,2,9839,590,Contractor Services,55,19,3
2203,39,LLC,2,98761353,7-2017,4,8302,4829,Fastners Firestop Strut,353,0,3
2204,76,LLC,1,98761354,7-2017,3,6791,1385,Power Tools,510,17,1
2205,48,LLC,3,98761354,7-2017,2,9306,4880,Hilti Services,410,7,1
2206,53,LLC,3,98761354,7-2017,2,3439,2795,Contractor Services,945,20,2
2207,100,LLC,2,98761354,7-2017,3,1492,2981,Fastners Firestop Strut,797,23,3
2208,92,LLC,1,98761355,7-2017,1,955,4157,Power Tools,423,11,3
2209,68,LLC,1,98761355,7-2017,2,3875,1242,Hilti Services,616,0,2
2210,77,LLC,2,98761355,7-2017,5,4256,1782,Contractor Services,118,11,2
2211,100,LLC,2,98761355,7-2017,5,671,4116,Fastners Firestop Strut,769,17,2
2212,36,LLC,2,98761356,7-2017,5,5764,4663,Power Tools,215,15,1
2213,73,LLC,1,98761356,7-2017,1,2842,1397,Hilti Services,432,16,3
2214,85,LLC,1,98761356,7-2017,3,9583,3677,Contractor Services,33,21,3
2215,87,LLC,2,98761356,7-2017,4,1907,2222,Fastners Firestop Strut,674,16,1
2216,78,LLC,2,98761357,7-2017,4,5403,660,Power Tools,227,11,3
2217,54,LLC,1,98761357,7-2017,3,911,2521,Hilti Services,354,19,1
2218,93,LLC,2,98761357,7-2017,5,6487,3236,Contractor Services,324,21,3
2219,35,LLC,3,98761357,7-2017,5,2794,2566,Fastners Firestop Strut,69,1,1
2220,28,LLC,3,98761358,7-2017,4,4836,2441,Power Tools,197,24,2
2221,90,LLC,3,98761358,7-2017,5,565,1325,Hilti Services,822,24,3
2222,50,LLC,3,98761358,7-2017,4,2785,2550,Contractor Services,896,10,1
2223,96,LLC,1,98761358,7-2017,4,5130,3204,Fastners Firestop Strut,531,15,1
2224,27,LLC,1,98761359,7-2017,4,8430,2621,Power Tools,820,15,2
2225,52,LLC,2,98761359,7-2017,5,3820,2095,Hilti Services,971,22,2
2226,59,LLC,1,98761359,7-2017,5,2197,3898,Contractor Services,392,7,3
2227,93,LLC,1,98761359,7-2017,3,978,4696,Fastners Firestop Strut,905,8,3
2228,83,LLC,1,98761360,7-2017,4,7415,2753,Power Tools,710,3,3
2229,78,LLC,3,98761360,7-2017,1,2811,1946,Hilti Services,593,3,1
2230,64,LLC,2,98761360,7-2017,2,359,1933,Contractor Services,628,2,2
2231,85,LLC,2,98761360,7-2017,4,9622,4568,Fastners Firestop Strut,656,18,3
2232,37,LLC,2,98761361,7-2017,2,3142,2335,Power Tools,486,6,3
2233,33,LLC,2,98761361,7-2017,2,1349,1394,Hilti Services,456,11,1
2234,70,LLC,2,98761361,7-2017,5,8033,4615,Contractor Services,12,20,3
2235,43,LLC,3,98761361,7-2017,1,8370,2789,Fastners Firestop Strut,509,24,1
2236,23,LLC,3,98761362,7-2017,4,1247,2891,Power Tools,331,16,3
2237,70,LLC,1,98761362,7-2017,4,5572,3300,Hilti Services,517,8,2
2238,25,LLC,2,98761362,7-2017,2,8985,3701,Contractor Services,666,7,3
2239,35,LLC,1,98761362,7-2017,2,5556,4338,Fastners Firestop Strut,372,1,3
2240,31,LLC,2,98761363,7-2017,2,3143,4665,Power Tools,753,3,1
2241,46,LLC,2,98761363,7-2017,4,1330,1735,Hilti Services,545,10,1
2242,67,LLC,3,98761363,7-2017,4,2324,2385,Contractor Services,126,11,1
2243,94,LLC,3,98761363,7-2017,1,2736,1343,Fastners Firestop Strut,217,20,2
2244,26,LLC,1,98761364,7-2017,1,9282,1324,Power Tools,726,18,3
2245,23,LLC,2,98761364,7-2017,3,1898,3828,Hilti Services,652,5,2
2246,77,LLC,2,98761364,7-2017,3,9462,3230,Contractor Services,977,9,2
2247,73,LLC,1,98761364,7-2017,1,4459,2875,Fastners Firestop Strut,647,12,2
2248,67,LLC,2,98761365,7-2017,4,9876,607,Power Tools,444,7,2
2249,43,LLC,1,98761365,7-2017,1,270,1275,Hilti Services,38,16,1
2250,54,LLC,3,98761365,7-2017,2,5663,1968,Contractor Services,337,17,2
2251,60,LLC,3,98761365,7-2017,5,8093,4304,Fastners Firestop Strut,573,24,2
2252,23,LLC,2,98761366,7-2017,2,9373,1804,Power Tools,176,13,2
2253,34,LLC,1,98761366,7-2017,2,2570,4220,Hilti Services,617,19,1
2254,25,LLC,2,98761366,7-2017,1,8085,3733,Contractor Services,838,8,1
2255,63,LLC,2,98761366,7-2017,4,9846,809,Fastners Firestop Strut,55,11,3
2256,48,LLC,2,98761367,7-2017,5,4210,3962,Power Tools,667,15,2
2257,76,LLC,1,98761367,7-2017,3,6464,2602,Hilti Services,630,13,2
2258,95,LLC,2,98761367,7-2017,1,5784,902,Contractor Services,233,8,1
2259,21,LLC,1,98761367,7-2017,1,7505,3437,Fastners Firestop Strut,708,1,1
2260,70,LLC,3,98761368,7-2017,4,6384,1275,Power Tools,135,20,3
2261,54,LLC,2,98761368,7-2017,2,9984,2969,Hilti Services,527,24,1
2262,99,LLC,1,98761368,7-2017,4,2308,2862,Contractor Services,677,5,2
2263,99,LLC,3,98761368,7-2017,3,6241,4600,Fastners Firestop Strut,550,22,1
2264,40,LLC,1,98761369,7-2017,2,862,1715,Power Tools,968,10,2
2265,67,LLC,1,98761369,7-2017,1,9873,845,Hilti Services,255,9,3
2266,76,LLC,2,98761369,7-2017,2,8918,3931,Contractor Services,498,11,2
2267,96,LLC,1,98761369,7-2017,3,5705,3247,Fastners Firestop Strut,980,18,1
2268,53,LLC,1,98761370,7-2017,3,8224,3647,Power Tools,855,16,3
2269,38,LLC,1,98761370,7-2017,4,3271,726,Hilti Services,964,0,2
2270,84,LLC,3,98761370,7-2017,1,7146,1278,Contractor Services,725,21,3
2271,98,LLC,2,98761370,7-2017,5,5581,2410,Fastners Firestop Strut,725,15,3
2272,35,LLC,2,98761371,7-2017,5,312,2168,Power Tools,699,5,2
2273,28,LLC,1,98761371,7-2017,2,9696,843,Hilti Services,941,12,1
2274,36,LLC,1,98761371,7-2017,1,7093,3605,Contractor Services,756,24,3
2275,34,LLC,3,98761371,7-2017,1,5882,3166,Fastners Firestop Strut,417,4,1
2276,71,LLC,2,98761372,7-2017,2,6837,4552,Power Tools,281,15,3
2277,20,LLC,2,98761372,7-2017,4,6434,1907,Hilti Services,649,9,2
2278,77,LLC,2,98761372,7-2017,1,3916,4285,Contractor Services,558,18,1
2279,63,LLC,2,98761372,7-2017,1,2849,1308,Fastners Firestop Strut,962,22,3
2280,56,LLC,3,98761373,7-2017,4,8811,2532,Power Tools,921,2,2
2281,48,LLC,3,98761373,7-2017,3,2104,3968,Hilti Services,928,10,3
2282,82,LLC,1,98761373,7-2017,5,1860,1681,Contractor Services,440,9,3
2283,30,LLC,3,98761373,7-2017,5,8622,2053,Fastners Firestop Strut,450,0,2
2284,70,LLC,3,98761374,7-2017,5,5718,4408,Power Tools,313,0,1
2285,61,LLC,1,98761374,7-2017,4,9880,4886,Hilti Services,387,19,3
2286,61,LLC,2,98761374,7-2017,3,4009,2418,Contractor Services,952,21,3
2287,75,LLC,1,98761374,7-2017,4,4240,598,Fastners Firestop Strut,696,6,1
2288,60,LLC,1,98761375,7-2017,2,4183,1561,Power Tools,553,15,2
2289,75,LLC,3,98761375,7-2017,2,3210,3115,Hilti Services,61,7,2
2290,68,LLC,2,98761375,7-2017,4,1646,4806,Contractor Services,702,20,2
2291,54,LLC,1,98761375,7-2017,5,8374,4715,Fastners Firestop Strut,729,2,3
2292,87,LLC,2,98761376,7-2017,4,3604,2147,Power Tools,749,1,1
2293,77,LLC,2,98761376,7-2017,4,7272,3327,Hilti Services,563,9,2
2294,99,LLC,2,98761376,7-2017,3,457,3121,Contractor Services,502,11,2
2295,62,LLC,2,98761376,7-2017,4,749,1884,Fastners Firestop Strut,957,10,2
2296,44,LLC,2,98761377,7-2017,4,1744,3647,Power Tools,251,18,2
2297,92,LLC,2,98761377,7-2017,1,3165,3326,Hilti Services,183,12,3
2298,70,LLC,3,98761377,7-2017,1,8477,4680,Contractor Services,528,10,3
2299,78,LLC,2,98761377,7-2017,3,4419,1097,Fastners Firestop Strut,939,15,2
2300,23,LLC,3,98761378,7-2017,5,2202,3723,Power Tools,453,6,2
2301,81,LLC,3,98761378,7-2017,2,6663,2676,Hilti Services,90,24,3
2302,94,LLC,2,98761378,7-2017,1,9500,4165,Contractor Services,319,2,2
2303,67,LLC,2,98761378,7-2017,3,6317,1481,Fastners Firestop Strut,744,13,2
2304,68,LLC,3,98761379,7-2017,5,397,3555,Power Tools,256,14,3
2305,27,LLC,1,98761379,7-2017,1,2501,1209,Hilti Services,125,14,1
2306,69,LLC,3,98761379,7-2017,5,2318,1778,Contractor Services,482,22,2
2307,57,LLC,3,98761379,7-2017,4,5580,3958,Fastners Firestop Strut,49,15,3
2308,97,LLC,1,98761380,7-2017,1,4820,1797,Power Tools,17,6,1
2309,84,LLC,2,98761380,7-2017,4,5373,2978,Hilti Services,423,7,3
2310,59,LLC,3,98761380,7-2017,2,8256,3082,Contractor Services,613,0,2
2311,99,LLC,1,98761380,7-2017,3,3918,3557,Fastners Firestop Strut,875,21,2
2312,74,LLC,2,98761381,7-2017,2,6565,956,Power Tools,279,24,1
2313,37,LLC,1,98761381,7-2017,1,6904,4676,Hilti Services,368,9,1
2314,65,LLC,2,98761381,7-2017,5,4577,877,Contractor Services,99,22,3
2315,99,LLC,1,98761381,7-2017,2,8974,4660,Fastners Firestop Strut,564,18,3
2316,53,LLC,1,98761382,7-2017,4,1947,3859,Power Tools,108,24,1
2317,52,LLC,1,98761382,7-2017,4,3653,2288,Hilti Services,561,24,1
2318,63,LLC,2,98761382,7-2017,2,798,688,Contractor Services,624,5,2
2319,32,LLC,2,98761382,7-2017,2,2068,1701,Fastners Firestop Strut,893,5,3
2320,33,LLC,3,98761383,7-2017,5,2551,3535,Power Tools,847,1,3
2321,20,LLC,3,98761383,7-2017,3,7561,3386,Hilti Services,658,1,2
2322,74,LLC,2,98761383,7-2017,3,3684,3994,Contractor Services,465,5,3
2323,61,LLC,1,98761383,7-2017,5,4225,2411,Fastners Firestop Strut,508,11,2
2324,56,LLC,2,98761384,7-2017,3,4382,1045,Power Tools,330,7,3
2325,96,LLC,1,98761384,7-2017,1,2094,4108,Hilti Services,47,9,1
2326,78,LLC,3,98761384,7-2017,5,2395,4195,Contractor Services,279,7,1
2327,24,LLC,1,98761384,7-2017,3,4072,3731,Fastners Firestop Strut,14,13,3
2328,88,LLC,2,98761385,7-2017,4,5152,541,Power Tools,685,20,1
2329,61,LLC,1,98761385,7-2017,1,1734,747,Hilti Services,479,21,1
2330,82,LLC,1,98761385,7-2017,3,3333,2317,Contractor Services,79,16,3
2331,37,LLC,2,98761385,7-2017,2,2200,2003,Fastners Firestop Strut,79,19,3
2332,81,LLC,3,98761386,7-2017,1,3749,4780,Power Tools,747,3,2
2333,36,LLC,2,98761386,7-2017,1,2051,2600,Hilti Services,846,12,3
2334,37,LLC,1,98761386,7-2017,4,418,1395,Contractor Services,438,1,3
2335,79,LLC,3,98761386,7-2017,1,6475,676,Fastners Firestop Strut,563,20,1
2336,54,LLC,1,98761387,7-2017,1,495,3217,Power Tools,923,9,1
2337,29,LLC,3,98761387,7-2017,2,4856,835,Hilti Services,655,15,1
2338,59,LLC,3,98761387,7-2017,4,351,2197,Contractor Services,439,8,3
2339,40,LLC,2,98761387,7-2017,3,6132,1890,Fastners Firestop Strut,592,12,2
2340,27,LLC,2,98761388,7-2017,4,7949,4378,Power Tools,917,16,3
2341,68,LLC,3,98761388,7-2017,4,6885,3461,Hilti Services,830,7,1
2342,58,LLC,1,98761388,7-2017,4,5198,3655,Contractor Services,74,24,2
2343,98,LLC,1,98761388,7-2017,2,2360,2356,Fastners Firestop Strut,344,18,1
2344,20,LLC,2,98761389,7-2017,4,7886,4640,Power Tools,713,14,3
2345,93,LLC,1,98761389,7-2017,5,6096,3983,Hilti Services,596,14,1
2346,30,LLC,1,98761389,7-2017,5,5937,707,Contractor Services,572,3,2
2347,85,LLC,1,98761389,7-2017,1,6562,2710,Fastners Firestop Strut,107,13,3
2348,48,LLC,1,98761390,7-2017,5,9390,864,Power Tools,198,24,2
2349,55,LLC,2,98761390,7-2017,4,9053,2005,Hilti Services,129,7,1
2350,27,LLC,1,98761390,7-2017,3,651,1176,Contractor Services,448,18,2
2351,83,LLC,2,98761390,7-2017,3,8839,2761,Fastners Firestop Strut,880,24,2
2352,96,LLC,1,98761391,7-2017,3,5679,2724,Power Tools,480,15,1
2353,54,LLC,2,98761391,7-2017,5,9109,2399,Hilti Services,985,24,2
2354,41,LLC,2,98761391,7-2017,2,2221,4192,Contractor Services,726,15,2
2355,24,LLC,2,98761391,7-2017,1,6560,1672,Fastners Firestop Strut,951,20,1
2356,44,LLC,3,98761392,7-2017,2,2881,4537,Power Tools,191,13,1
2357,86,LLC,3,98761392,7-2017,4,4617,2048,Hilti Services,516,6,2
2358,99,LLC,2,98761392,7-2017,5,1995,2167,Contractor Services,475,1,3
2359,56,LLC,3,98761392,7-2017,1,8523,2398,Fastners Firestop Strut,627,22,2
2360,91,LLC,2,98761393,7-2017,1,9240,4940,Power Tools,808,9,3
2361,45,LLC,2,98761393,7-2017,3,7692,1697,Hilti Services,293,1,2
2362,43,LLC,3,98761393,7-2017,2,6524,4755,Contractor Services,534,3,3
2363,35,LLC,1,98761393,7-2017,3,7171,4078,Fastners Firestop Strut,781,11,3
2364,61,LLC,2,98761394,7-2017,5,3171,1103,Power Tools,571,0,2
2365,66,LLC,1,98761394,7-2017,4,9942,1227,Hilti Services,724,10,3
2366,61,LLC,2,98761394,7-2017,1,9994,760,Contractor Services,788,2,2
2367,79,LLC,2,98761394,7-2017,2,6521,3929,Fastners Firestop Strut,607,13,1
2368,37,LLC,1,98761395,7-2017,4,5928,4851,Power Tools,330,15,2
2369,46,LLC,2,98761395,7-2017,4,8749,4471,Hilti Services,726,10,2
2370,43,LLC,3,98761395,7-2017,2,1611,801,Contractor Services,317,11,1
2371,42,LLC,3,98761395,7-2017,2,1478,4755,Fastners Firestop Strut,809,19,2
2372,99,LLC,3,98761396,7-2017,5,6787,3055,Power Tools,259,20,3
2373,84,LLC,1,98761396,7-2017,5,8470,4589,Hilti Services,882,16,1
2374,35,LLC,3,98761396,7-2017,1,1391,834,Contractor Services,420,16,3
2375,84,LLC,2,98761396,7-2017,5,3767,4151,Fastners Firestop Strut,874,6,3
2376,100,LLC,1,98761397,7-2017,1,3308,2218,Power Tools,869,1,1
2377,31,LLC,2,98761397,7-2017,1,1277,1882,Hilti Services,130,13,3
2378,26,LLC,3,98761397,7-2017,4,6944,933,Contractor Services,492,0,2
2379,45,LLC,1,98761397,7-2017,5,5958,2019,Fastners Firestop Strut,299,5,3
2380,30,LLC,2,98761398,7-2017,5,9622,2490,Power Tools,502,18,3
2381,43,LLC,1,98761398,7-2017,4,8509,3679,Hilti Services,62,0,3
2382,67,LLC,3,98761398,7-2017,5,5605,1780,Contractor Services,936,5,3
2383,51,LLC,3,98761398,7-2017,3,8869,2284,Fastners Firestop Strut,902,10,1
2384,33,LLC,3,98761399,7-2017,5,2143,3089,Power Tools,368,11,3
2385,84,LLC,1,98761399,7-2017,5,4052,1295,Hilti Services,31,0,2
2386,75,LLC,1,98761399,7-2017,1,5966,3317,Contractor Services,236,20,2
2387,76,LLC,3,98761399,7-2017,3,3227,1642,Fastners Firestop Strut,261,23,1
2388,98,LLC,3,98761400,7-2017,5,6787,3527,Power Tools,1000,13,3
2389,92,LLC,2,98761400,7-2017,2,2175,4037,Hilti Services,751,9,2
2390,86,LLC,3,98761400,7-2017,4,4389,2229,Contractor Services,530,11,3
2391,29,LLC,3,98761400,7-2017,1,8914,3053,Fastners Firestop Strut,729,5,2
2392,81,LLC,1,98761401,7-2017,2,6090,581,Power Tools,788,21,2
2393,94,LLC,1,98761401,7-2017,1,6571,2241,Hilti Services,137,18,2
2394,21,LLC,1,98761401,7-2017,2,3352,4370,Contractor Services,410,15,1
2395,23,LLC,2,98761401,7-2017,5,1828,1956,Fastners Firestop Strut,673,2,2
2396,53,LLC,2,98761402,7-2017,5,7556,4671,Power Tools,580,15,1
2397,89,LLC,1,98761402,7-2017,3,3218,851,Hilti Services,446,10,2
2398,51,LLC,2,98761402,7-2017,5,9555,1501,Contractor Services,74,6,3
2399,46,LLC,3,98761402,7-2017,2,8714,1095,Fastners Firestop Strut,447,13,1
2400,84,LLC,1,98761403,7-2017,4,4712,3953,Power Tools,578,24,2
2401,100,LLC,3,98761403,7-2017,4,7302,704,Hilti Services,402,14,2
2402,77,LLC,1,98761403,7-2017,3,3484,1028,Contractor Services,871,7,1
2403,90,LLC,1,98761403,7-2017,3,8474,2603,Fastners Firestop Strut,339,0,3
2404,99,LLC,3,98761404,7-2017,3,1196,1978,Power Tools,72,1,3
2405,100,LLC,1,98761404,7-2017,1,5168,3116,Hilti Services,955,16,3
2406,72,LLC,2,98761404,7-2017,5,2001,4216,Contractor Services,944,4,1
2407,98,LLC,2,98761404,7-2017,4,3339,2880,Fastners Firestop Strut,75,5,1
2408,80,LLC,3,98761405,7-2017,2,6206,1726,Power Tools,652,21,1
2409,33,LLC,2,98761405,7-2017,1,5951,1654,Hilti Services,705,14,2
2410,36,LLC,3,98761405,7-2017,3,8605,1096,Contractor Services,325,24,1
2411,59,LLC,1,98761405,7-2017,1,9596,1143,Fastners Firestop Strut,631,22,3
2412,32,LLC,3,98761406,7-2017,4,8194,1080,Power Tools,966,11,3
2413,73,LLC,2,98761406,7-2017,5,6246,2741,Hilti Services,349,11,3
2414,60,LLC,3,98761406,7-2017,1,4161,630,Contractor Services,946,16,1
2415,73,LLC,1,98761406,7-2017,2,6862,4711,Fastners Firestop Strut,117,9,2
2416,62,LLC,1,98761407,7-2017,4,6133,4059,Power Tools,680,23,2
2417,61,LLC,3,98761407,7-2017,1,1205,2913,Hilti Services,479,0,3
2418,29,LLC,3,98761407,7-2017,3,3466,4287,Contractor Services,735,24,3
2419,35,LLC,3,98761407,7-2017,5,9362,4095,Fastners Firestop Strut,327,15,3
2420,81,LLC,3,98761408,7-2017,1,5113,4993,Power Tools,393,23,1
2421,32,LLC,3,98761408,7-2017,2,2714,4479,Hilti Services,595,23,3
2422,33,LLC,3,98761408,7-2017,3,3222,1262,Contractor Services,757,7,1
2423,53,LLC,1,98761408,7-2017,3,2402,3633,Fastners Firestop Strut,173,9,1
2424,41,LLC,3,98761409,7-2017,1,3979,3669,Power Tools,685,5,2
2425,33,LLC,3,98761409,7-2017,2,3832,3857,Hilti Services,63,18,3
2426,64,LLC,2,98761409,7-2017,2,6986,952,Contractor Services,463,0,1
2427,94,LLC,3,98761409,7-2017,2,6937,3353,Fastners Firestop Strut,296,23,2
2428,99,LLC,2,98761410,7-2017,1,6401,3741,Power Tools,622,1,2
2429,33,LLC,1,98761410,7-2017,5,2312,2535,Hilti Services,185,18,2
2430,47,LLC,3,98761410,7-2017,5,2932,2068,Contractor Services,586,12,3
2431,42,LLC,2,98761410,7-2017,5,5691,1352,Fastners Firestop Strut,189,9,2
2432,69,LLC,1,98761259,8-2017,3,7952,1995,Power Tools,390,3,3
2433,68,LLC,3,98761259,8-2017,2,7315,2125,Hilti Services,261,17,3
2434,87,LLC,3,98761259,8-2017,1,6410,582,Contractor Services,455,11,1
2435,100,LLC,1,98761259,8-2017,2,7654,4988,Fastners Firestop Strut,621,18,1
2436,49,LLC,3,98761260,8-2017,4,9050,2259,Power Tools,500,2,3
2437,96,LLC,1,98761260,8-2017,5,5622,4105,Hilti Services,532,14,2
2438,39,LLC,2,98761260,8-2017,3,5088,1871,Contractor Services,883,6,2
2439,55,LLC,3,98761260,8-2017,5,393,705,Fastners Firestop Strut,54,19,2
2440,53,LLC,2,98761261,8-2017,1,7413,4348,Power Tools,857,15,2
2441,90,LLC,3,98761261,8-2017,3,3822,1509,Hilti Services,730,3,1
2442,41,LLC,3,98761261,8-2017,1,1445,4332,Contractor Services,573,22,1
2443,52,LLC,3,98761261,8-2017,5,5517,4075,Fastners Firestop Strut,62,4,2
2444,36,LLC,3,98761262,8-2017,5,8343,4243,Power Tools,99,6,1
2445,75,LLC,1,98761262,8-2017,5,404,3923,Hilti Services,125,0,3
2446,56,LLC,1,98761262,8-2017,5,4541,2902,Contractor Services,246,22,2
2447,74,LLC,1,98761262,8-2017,4,1265,3507,Fastners Firestop Strut,732,1,1
2448,25,LLC,3,98761263,8-2017,1,6094,4882,Power Tools,746,8,2
2449,57,LLC,2,98761263,8-2017,3,7534,3237,Hilti Services,627,0,3
2450,78,LLC,3,98761263,8-2017,2,866,1361,Contractor Services,174,8,3
2451,65,LLC,2,98761263,8-2017,4,9120,3882,Fastners Firestop Strut,628,16,3
2452,94,LLC,3,98761264,8-2017,1,4454,4586,Power Tools,523,16,3
2453,54,LLC,2,98761264,8-2017,5,2719,2760,Hilti Services,34,8,1
2454,56,LLC,2,98761264,8-2017,5,6448,2840,Contractor Services,295,22,2
2455,83,LLC,3,98761264,8-2017,5,1422,1798,Fastners Firestop Strut,576,11,1
2456,80,LLC,3,98761265,8-2017,4,6371,3161,Power Tools,47,24,3
2457,20,LLC,3,98761265,8-2017,1,9100,4883,Hilti Services,273,21,2
2458,64,LLC,3,98761265,8-2017,5,2715,3508,Contractor Services,731,15,2
2459,91,LLC,2,98761265,8-2017,5,8057,2392,Fastners Firestop Strut,803,2,2
2460,42,LLC,2,98761266,8-2017,5,5490,1012,Power Tools,473,2,3
2461,52,LLC,3,98761266,8-2017,2,4561,657,Hilti Services,355,16,1
2462,44,LLC,3,98761266,8-2017,3,2340,4761,Contractor Services,621,2,1
2463,97,LLC,3,98761266,8-2017,4,1072,3034,Fastners Firestop Strut,43,16,1
2464,50,LLC,1,98761267,8-2017,2,5826,3611,Power Tools,152,22,1
2465,80,LLC,1,98761267,8-2017,1,2562,4082,Hilti Services,851,13,1
2466,59,LLC,3,98761267,8-2017,2,737,4822,Contractor Services,639,5,2
2467,56,LLC,1,98761267,8-2017,2,9231,2971,Fastners Firestop Strut,661,4,3
2468,72,LLC,1,98761268,8-2017,5,4614,1321,Power Tools,809,17,3
2469,79,LLC,3,98761268,8-2017,4,9791,1148,Hilti Services,629,4,3
2470,24,LLC,2,98761268,8-2017,1,1376,4622,Contractor Services,654,7,1
2471,20,LLC,2,98761268,8-2017,1,1013,4246,Fastners Firestop Strut,949,13,3
2472,45,LLC,3,98761269,8-2017,4,1891,3120,Power Tools,860,13,2
2473,52,LLC,2,98761269,8-2017,2,4417,4238,Hilti Services,305,4,3
2474,79,LLC,3,98761269,8-2017,4,3006,1913,Contractor Services,348,0,1
2475,35,LLC,1,98761269,8-2017,2,9578,2170,Fastners Firestop Strut,946,11,2
2476,74,LLC,1,98761270,8-2017,5,1534,2139,Power Tools,198,17,2
2477,57,LLC,1,98761270,8-2017,5,1407,2031,Hilti Services,386,2,1
2478,79,LLC,1,98761270,8-2017,5,5381,4195,Contractor Services,395,9,2
2479,95,LLC,2,98761270,8-2017,3,9131,1630,Fastners Firestop Strut,994,0,3
2480,99,LLC,1,98761271,8-2017,4,8557,4844,Power Tools,966,22,2
2481,34,LLC,2,98761271,8-2017,4,764,2710,Hilti Services,786,22,1
2482,44,LLC,1,98761271,8-2017,5,5245,3749,Contractor Services,295,7,2
2483,30,LLC,3,98761271,8-2017,3,3173,3281,Fastners Firestop Strut,367,16,3
2484,41,LLC,2,98761272,8-2017,2,7860,1383,Power Tools,688,8,3
2485,75,LLC,3,98761272,8-2017,1,9576,4243,Hilti Services,575,20,1
2486,83,LLC,3,98761272,8-2017,2,6768,3694,Contractor Services,736,24,1
2487,95,LLC,2,98761272,8-2017,4,497,814,Fastners Firestop Strut,261,21,2
2488,69,LLC,1,98761273,8-2017,1,9936,2526,Power Tools,238,20,1
2489,81,LLC,1,98761273,8-2017,5,7687,2076,Hilti Services,989,13,3
2490,84,LLC,3,98761273,8-2017,3,5092,1923,Contractor Services,610,2,3
2491,70,LLC,1,98761273,8-2017,5,3317,2192,Fastners Firestop Strut,447,12,1
2492,44,LLC,1,98761274,8-2017,3,5582,1527,Power Tools,854,17,1
2493,78,LLC,3,98761274,8-2017,5,8406,2511,Hilti Services,680,15,3
2494,54,LLC,1,98761274,8-2017,1,2571,4222,Contractor Services,529,20,2
2495,85,LLC,3,98761274,8-2017,3,7943,4123,Fastners Firestop Strut,893,4,1
2496,95,LLC,3,98761275,8-2017,3,6715,4267,Power Tools,293,17,3
2497,24,LLC,3,98761275,8-2017,2,3348,3626,Hilti Services,943,11,2
2498,67,LLC,3,98761275,8-2017,1,8516,3236,Contractor Services,889,22,2
2499,25,LLC,2,98761275,8-2017,3,961,4694,Fastners Firestop Strut,344,15,3
2500,37,LLC,1,98761276,8-2017,1,890,639,Power Tools,768,17,1
2501,28,LLC,1,98761276,8-2017,3,5207,1667,Hilti Services,105,9,3
2502,77,LLC,1,98761276,8-2017,4,7238,2083,Contractor Services,872,24,1
2503,71,LLC,1,98761276,8-2017,1,6818,2458,Fastners Firestop Strut,740,11,1
2504,20,LLC,1,98761277,8-2017,2,1008,3313,Power Tools,428,16,1
2505,35,LLC,2,98761277,8-2017,5,4854,4505,Hilti Services,759,20,1
2506,66,LLC,3,98761277,8-2017,3,334,3791,Contractor Services,95,10,3
2507,66,LLC,1,98761277,8-2017,1,598,3528,Fastners Firestop Strut,995,7,3
2508,38,LLC,2,98761278,8-2017,1,7185,4867,Power Tools,979,24,2
2509,66,LLC,2,98761278,8-2017,1,4752,3867,Hilti Services,571,12,3
2510,21,LLC,3,98761278,8-2017,3,2955,2616,Contractor Services,302,10,2
2511,21,LLC,3,98761278,8-2017,2,1235,2059,Fastners Firestop Strut,600,21,1
2512,23,LLC,3,98761279,8-2017,5,6391,4252,Power Tools,70,10,2
2513,62,LLC,1,98761279,8-2017,1,5463,1882,Hilti Services,150,6,2
2514,48,LLC,3,98761279,8-2017,3,7970,4563,Contractor Services,211,16,1
2515,67,LLC,2,98761279,8-2017,2,410,4321,Fastners Firestop Strut,87,12,2
2516,65,LLC,1,98761280,8-2017,3,1835,4060,Power Tools,547,10,1
2517,98,LLC,2,98761280,8-2017,2,6458,2301,Hilti Services,156,18,3
2518,39,LLC,2,98761280,8-2017,2,4629,593,Contractor Services,404,0,3
