,BookToMarket,BusinessPosition,BusinessType,Businessvolume,CustomerID,DateTime,EquipmentPrice,HoursUsage,Marketcap,MonthlyMaintenance,Noofdevices,NumberOfEmployees,ProductWeight,Profit,TotalRevenue,category,Rank
2788,0.68,Decline,1,1,98761352,Feb-18,3055,4,2,2264,60,4400,625,0.5,10,Power Tools,3
2789,0.36,Decline,1,1,98761352,Feb-18,1364,13,8,3440,34,4400,810,0.14,9,Hilti Services,1
2790,2.92,Decline,1,2,98761352,Feb-18,2483,3,9,4111,44,4400,617,0.53,4,Contractor Services,2
2791,1.71,Decline,1,1,98761352,Feb-18,5848,13,6,3844,65,4400,485,0.87,7,Fastners Firestop Strut,3
2792,0.55,Stable,1,3,98761383,Feb-18,9136,7,3,2129,11,37,721,0.22,8,Power Tools,3
2793,1.77,Stable,1,2,98761383,Feb-18,2777,9,10,1223,55,37,954,0.57,4,Hilti Services,1
2794,2.89,Stable,1,3,98761383,Feb-18,6511,1,9,947,10,37,450,0.88,5,Contractor Services,2
2795,1.19,Stable,1,1,98761383,Feb-18,5026,9,6,3691,56,37,548,0.9,4,Fastners Firestop Strut,1
2796,0.85,Decline,1,2,98761384,Feb-18,5201,11,2,2327,34,7500,348,0.81,8,Power Tools,2
2797,0.57,Decline,1,2,98761384,Feb-18,4978,8,2,2793,59,7500,380,0.88,2,Hilti Services,2
2798,1.58,Decline,1,3,98761384,Feb-18,3123,10,5,1341,44,7500,360,0.21,2,Contractor Services,3
2799,1.4,Decline,1,3,98761384,Feb-18,3330,2,1,2014,45,7500,548,0.64,10,Fastners Firestop Strut,2
2800,1.73,Stable,1,2,98761385,Feb-18,5104,5,4,2391,40,3500,359,0.53,7,Power Tools,3
2801,2.76,Stable,1,1,98761385,Feb-18,7359,13,9,4840,27,3500,129,0.11,10,Hilti Services,1
2802,2.4,Stable,1,1,98761385,Feb-18,5754,13,7,591,32,3500,464,0.95,10,Contractor Services,3
2803,0.34,Stable,1,1,98761385,Feb-18,7971,1,8,2408,66,3500,776,0.92,5,Fastners Firestop Strut,3
2804,1.25,Stable,1,2,98761386,Feb-18,8114,12,3,3785,50,180,434,0.96,5,Power Tools,3
2805,2.38,Stable,1,1,98761386,Feb-18,6711,11,4,4940,18,180,926,0.33,7,Hilti Services,1
2806,2.77,Stable,1,3,98761386,Feb-18,9525,3,2,598,11,180,133,0.35,10,Contractor Services,2
2807,2.82,Stable,1,1,98761386,Feb-18,7681,1,3,3784,57,180,633,0.56,3,Fastners Firestop Strut,2
2808,2.69,Stable,1,3,98761387,Feb-18,7324,11,2,3002,53,150,886,0.15,8,Power Tools,1
2809,0.32,Stable,1,1,98761387,Feb-18,969,4,8,3406,30,150,128,0.24,3,Hilti Services,1
2810,0.85,Stable,1,3,98761387,Feb-18,4651,6,9,1694,33,150,990,0.98,5,Contractor Services,3
2811,1.57,Stable,1,2,98761387,Feb-18,1741,15,8,2870,67,150,695,0.1,8,Fastners Firestop Strut,3
2812,1.8,Stable,1,2,98761388,Feb-18,9741,15,7,4759,61,3500,573,0.28,6,Power Tools,3
2813,0.55,Stable,1,3,98761388,Feb-18,377,11,6,3162,59,3500,828,0.22,3,Hilti Services,3
2814,1.52,Stable,1,3,98761388,Feb-18,3305,14,2,2807,52,3500,396,0.58,10,Contractor Services,1
2815,1.09,Stable,1,3,98761388,Feb-18,6632,16,1,738,62,3500,902,0.62,1,Fastners Firestop Strut,2
2816,1.07,Stable,1,3,98761389,Feb-18,6134,15,2,4370,57,3500,174,0.6,7,Power Tools,1
2817,1.8,Stable,1,3,98761389,Feb-18,4978,16,1,2337,55,3500,945,0.8,4,Hilti Services,1
2818,2.19,Stable,1,3,98761389,Feb-18,9297,7,4,4808,13,3500,916,0.43,10,Contractor Services,2
2819,2.48,Stable,1,3,98761389,Feb-18,9148,6,4,1435,43,3500,544,0.13,6,Fastners Firestop Strut,3
2820,0.45,Stable,1,2,98761390,Feb-18,8333,16,3,3040,26,7,179,0.38,6,Power Tools,3
2821,2.83,Stable,1,3,98761390,Feb-18,6403,3,9,2532,54,7,139,0.98,10,Hilti Services,3
2822,2.51,Stable,1,3,98761390,Feb-18,3389,10,6,4315,38,7,338,0.31,3,Contractor Services,2
2823,0.91,Stable,1,3,98761390,Feb-18,6090,8,10,2485,51,7,102,0.38,7,Fastners Firestop Strut,1
2824,1.22,Stable,1,3,98761391,Feb-18,5102,7,5,596,60,6,164,0.17,1,Power Tools,3
2825,0.43,Stable,1,2,98761391,Feb-18,8054,2,10,807,58,6,465,0.27,4,Hilti Services,1
2826,1.66,Stable,1,1,98761391,Feb-18,636,3,6,4622,45,6,738,0.85,10,Contractor Services,2
2827,2.76,Stable,1,1,98761391,Feb-18,331,9,5,4724,14,6,609,0.21,6,Fastners Firestop Strut,3
2828,1.91,Stable,1,1,98761392,Feb-18,8375,13,1,2688,31,3500,955,0.86,5,Power Tools,2
2829,0.33,Stable,1,3,98761392,Feb-18,2036,11,8,4041,28,3500,686,0.89,6,Hilti Services,1
2830,1.36,Stable,1,3,98761392,Feb-18,8295,15,4,4741,62,3500,360,0.86,3,Contractor Services,1
2831,1.22,Stable,1,2,98761392,Feb-18,400,16,1,2983,46,3500,288,0.33,5,Fastners Firestop Strut,3
2832,2.59,Stable,1,3,98761259,Mar-18,1589,1,3,3132,31,75,632,0.63,4,Power Tools,2
2833,1.53,Stable,1,1,98761259,Mar-18,1485,1,10,559,29,75,602,0.65,10,Hilti Services,3
2834,0.81,Stable,1,1,98761259,Mar-18,6930,4,7,4687,53,75,586,0.96,1,Contractor Services,2
2835,1.71,Stable,1,1,98761259,Mar-18,2336,5,3,1105,46,75,567,0.21,4,Fastners Firestop Strut,1
2836,1.51,Growth,1,1,98761260,Mar-18,1197,16,1,2829,65,33000,416,0.89,5,Power Tools,2
2837,0.33,Growth,1,2,98761260,Mar-18,3015,3,5,3153,10,33000,529,0.49,9,Hilti Services,1
2838,0.32,Growth,1,3,98761260,Mar-18,302,9,6,1749,64,33000,813,0.51,7,Contractor Services,1
2839,2.47,Growth,1,1,98761260,Mar-18,7905,4,2,3555,11,33000,237,0.69,10,Fastners Firestop Strut,3
2840,1.42,Decline,1,3,98761261,Mar-18,6585,4,1,2174,36,90,480,0.58,9,Power Tools,1
2841,2.96,Decline,1,1,98761261,Mar-18,6661,2,9,3739,46,90,200,0.15,4,Hilti Services,3
2842,1.15,Decline,1,1,98761261,Mar-18,6285,12,1,2351,23,90,524,0.54,9,Contractor Services,1
2843,2.55,Decline,1,1,98761261,Mar-18,9296,2,4,4424,24,90,950,0.66,5,Fastners Firestop Strut,3
2844,0.75,Growth,1,1,98761262,Mar-18,4203,3,3,2834,67,3000,863,0.22,8,Power Tools,2
2845,2.66,Growth,1,3,98761262,Mar-18,770,7,5,1953,33,3000,747,0.79,3,Hilti Services,2
2846,1.42,Growth,1,2,98761262,Mar-18,3948,14,8,4400,13,3000,331,0.22,3,Contractor Services,1
2847,0.54,Growth,1,2,98761262,Mar-18,446,3,7,3865,67,3000,698,0.49,3,Fastners Firestop Strut,3
2848,1.34,Growth,1,1,98761263,Mar-18,859,10,3,4877,56,750,415,0.82,6,Power Tools,1
2849,1.63,Growth,1,3,98761263,Mar-18,9550,11,10,1991,13,750,487,0.18,2,Hilti Services,3
2850,1.14,Growth,1,1,98761263,Mar-18,5233,3,5,3606,19,750,572,0.41,9,Contractor Services,3
2851,2.43,Growth,1,1,98761263,Mar-18,4666,5,1,3656,19,750,379,0.76,5,Fastners Firestop Strut,3
2852,1.8,Growth,1,2,98761264,Mar-18,2294,14,2,1714,19,125,830,0.32,2,Power Tools,1
2853,2.48,Growth,1,3,98761264,Mar-18,4638,5,7,1927,21,125,110,0.87,8,Hilti Services,1
2854,1.99,Growth,1,3,98761264,Mar-18,8996,9,10,2775,10,125,731,0.57,1,Contractor Services,3
2855,2.77,Growth,1,1,98761264,Mar-18,6834,2,1,3428,28,125,283,0.34,6,Fastners Firestop Strut,1
2856,1.01,Growth,1,1,98761265,Mar-18,5778,16,1,1012,58,125,774,0.99,4,Power Tools,2
2857,2.45,Growth,1,3,98761265,Mar-18,9758,7,7,2649,32,125,363,0.59,7,Hilti Services,3
2858,2.64,Growth,1,3,98761265,Mar-18,405,14,5,1068,35,125,171,0.8,5,Contractor Services,3
2859,1.68,Growth,1,1,98761265,Mar-18,3401,4,10,1312,28,125,320,0.96,10,Fastners Firestop Strut,1
2860,1.86,Stable,1,1,98761266,Mar-18,7729,16,1,2325,30,400,944,0.43,2,Power Tools,2
2861,2.13,Stable,1,2,98761266,Mar-18,3825,9,6,4274,41,400,346,0.84,1,Hilti Services,2
2862,0.4,Stable,1,1,98761266,Mar-18,4868,6,6,2730,22,400,884,0.32,8,Contractor Services,1
2863,2.43,Stable,1,1,98761266,Mar-18,2166,9,6,1254,47,400,174,0.75,6,Fastners Firestop Strut,3
2864,2.3,Growth,1,1,98761267,Mar-18,1115,2,6,3076,61,400,872,0.86,2,Power Tools,3
2865,0.59,Growth,1,2,98761267,Mar-18,2755,7,3,1316,45,400,169,0.72,6,Hilti Services,2
2866,2.34,Growth,1,2,98761267,Mar-18,3932,14,1,1922,53,400,568,0.25,1,Contractor Services,3
2867,2.15,Growth,1,3,98761267,Mar-18,9289,13,2,1857,62,400,492,0.4,4,Fastners Firestop Strut,2
2868,2.94,Growth,1,2,98761268,Mar-18,9181,11,10,3918,34,3500,656,0.36,5,Power Tools,2
2869,1.24,Growth,1,3,98761268,Mar-18,7121,8,9,4039,68,3500,329,0.18,7,Hilti Services,2
2870,1.19,Growth,1,2,98761268,Mar-18,7964,4,8,4096,24,3500,598,0.69,5,Contractor Services,2
2871,2.85,Growth,1,2,98761268,Mar-18,1034,14,5,4132,66,3500,223,0.35,5,Fastners Firestop Strut,2
2872,0.42,Growth,1,3,98761269,Mar-18,8703,15,10,2788,11,150,474,0.82,7,Power Tools,1
2873,1.53,Growth,1,2,98761269,Mar-18,9315,9,9,4404,66,150,809,0.47,5,Hilti Services,1
2874,1.55,Growth,1,1,98761269,Mar-18,6066,10,1,1015,51,150,580,0.16,6,Contractor Services,2
2875,0.73,Growth,1,2,98761269,Mar-18,3911,13,4,3509,55,150,114,0.87,10,Fastners Firestop Strut,1
2876,0.93,Growth,1,3,98761270,Mar-18,8418,9,1,1029,61,375,447,0.87,9,Power Tools,2
2877,1.54,Growth,1,3,98761270,Mar-18,5733,5,10,2972,23,375,919,0.38,8,Hilti Services,2
2878,2.75,Growth,1,2,98761270,Mar-18,8146,8,6,4561,35,375,655,0.19,9,Contractor Services,2
2879,2.51,Growth,1,2,98761270,Mar-18,9355,11,1,4173,40,375,266,0.9,2,Fastners Firestop Strut,3
2880,2.01,Growth,1,3,98761271,Mar-18,7606,5,1,3118,68,125,523,0.59,3,Power Tools,1
2881,1.39,Growth,1,3,98761271,Mar-18,8546,5,8,4960,10,125,919,0.18,4,Hilti Services,2
2882,1.25,Growth,1,1,98761271,Mar-18,3084,15,10,3410,62,125,167,0.68,2,Contractor Services,3
2883,0.63,Growth,1,3,98761271,Mar-18,4382,16,3,3715,50,125,323,0.79,3,Fastners Firestop Strut,3
2884,2.06,Decline,1,3,98761272,Mar-18,5514,13,8,2010,60,120,174,0.68,3,Power Tools,3
2885,2.18,Decline,1,1,98761272,Mar-18,7059,13,6,2554,25,120,420,0.74,8,Hilti Services,2
2886,0.63,Decline,1,2,98761272,Mar-18,1376,13,6,1747,58,120,208,0.43,2,Contractor Services,2
2887,0.71,Decline,1,1,98761272,Mar-18,4602,5,5,3767,32,120,614,0.35,9,Fastners Firestop Strut,1
2888,0.43,Growth,1,2,98761273,Mar-18,217,11,4,3805,63,125,678,0.47,6,Power Tools,1
2889,2.83,Growth,1,1,98761273,Mar-18,6689,6,3,1591,64,125,635,0.2,10,Hilti Services,3
2890,0.36,Growth,1,2,98761273,Mar-18,1431,6,7,2147,16,125,150,0.9,6,Contractor Services,2
2891,0.59,Growth,1,2,98761273,Mar-18,6258,12,3,637,39,125,233,0.27,1,Fastners Firestop Strut,3
2892,2.23,Growth,1,1,98761274,Mar-18,8238,11,5,3351,69,400,846,0.43,4,Power Tools,1
2893,1.47,Growth,1,2,98761274,Mar-18,475,15,9,4891,45,400,503,0.1,2,Hilti Services,1
2894,2.68,Growth,1,2,98761274,Mar-18,1873,5,9,2258,21,400,861,0.67,9,Contractor Services,2
2895,2.51,Growth,1,3,98761274,Mar-18,6402,2,8,4065,32,400,900,0.47,8,Fastners Firestop Strut,2
2896,0.57,Growth,1,3,98761275,Mar-18,2598,8,7,3912,16,3500,442,0.62,1,Power Tools,1
2897,1.85,Growth,1,1,98761275,Mar-18,4591,11,5,4367,59,3500,923,0.36,7,Hilti Services,3
2898,2.51,Growth,1,3,98761275,Mar-18,4099,1,5,3328,22,3500,349,0.97,8,Contractor Services,1
2899,0.58,Growth,1,1,98761275,Mar-18,261,3,1,3660,12,3500,936,0.97,9,Fastners Firestop Strut,3
2900,2.07,Growth,1,1,98761276,Mar-18,6132,12,3,2613,66,750,391,0.49,5,Power Tools,3
2901,1.22,Growth,1,2,98761276,Mar-18,3968,7,5,2407,64,750,989,0.25,1,Hilti Services,1
2902,0.35,Growth,1,2,98761276,Mar-18,5977,14,10,4299,29,750,601,0.23,10,Contractor Services,2
2903,2.63,Growth,1,1,98761276,Mar-18,2515,11,1,2547,15,750,586,0.76,5,Fastners Firestop Strut,2
2904,2.56,Stable,1,3,98761277,Mar-18,1328,4,6,3437,61,678,905,0.91,10,Power Tools,2
2905,0.5,Stable,1,3,98761277,Mar-18,1158,1,6,1942,27,678,502,0.65,2,Hilti Services,1
2906,0.49,Stable,1,1,98761277,Mar-18,1208,4,8,716,56,678,584,0.29,4,Contractor Services,2
2907,2.79,Stable,1,2,98761277,Mar-18,9742,15,4,935,28,678,863,0.22,3,Fastners Firestop Strut,1
2908,0.77,Growth,1,2,98761309,Mar-18,3261,7,4,3791,69,7500,475,0.88,5,Power Tools,1
2909,2.37,Growth,1,2,98761309,Mar-18,2877,5,7,2470,56,7500,916,0.94,9,Hilti Services,2
2910,2.09,Growth,1,3,98761309,Mar-18,1971,1,4,4808,59,7500,907,0.54,7,Contractor Services,2
2911,0.77,Growth,1,2,98761309,Mar-18,9480,3,10,2807,32,7500,748,0.62,4,Fastners Firestop Strut,3
2912,0.48,Stable,1,2,98761310,Mar-18,4381,13,10,4155,36,350,425,0.61,5,Power Tools,1
2913,1.59,Stable,1,2,98761310,Mar-18,450,11,6,1649,33,350,595,0.92,3,Hilti Services,3
2914,0.58,Stable,1,2,98761310,Mar-18,560,13,7,3156,32,350,609,0.17,2,Contractor Services,1
2915,2.96,Stable,1,1,98761310,Mar-18,814,1,8,4810,55,350,794,0.15,8,Fastners Firestop Strut,3
2916,1.69,Growth,1,3,98761311,Mar-18,8314,4,10,1060,11,750,907,0.94,2,Power Tools,1
2917,2.03,Growth,1,1,98761311,Mar-18,4873,6,8,3828,47,750,590,0.25,1,Hilti Services,1
2918,1.17,Growth,1,2,98761311,Mar-18,6850,13,9,4426,69,750,564,0.79,9,Contractor Services,3
2919,2.98,Growth,1,3,98761311,Mar-18,6370,12,7,2012,59,750,523,0.17,5,Fastners Firestop Strut,2
2920,2.19,Growth,1,1,98761312,Mar-18,9617,10,9,767,28,350,962,0.27,3,Power Tools,2
2921,2.83,Growth,1,3,98761312,Mar-18,5472,8,4,1234,38,350,669,0.63,7,Hilti Services,1
2922,2.64,Growth,1,2,98761312,Mar-18,6265,16,6,3182,38,350,362,0.58,4,Contractor Services,2
2923,1.66,Growth,1,3,98761312,Mar-18,6739,2,10,1269,26,350,799,0.47,2,Fastners Firestop Strut,1
2924,1.1,Growth,1,3,98761313,Mar-18,8290,13,6,1524,17,350,387,0.82,4,Power Tools,3
2925,2.19,Growth,1,2,98761313,Mar-18,5122,12,2,4903,29,350,729,0.8,7,Hilti Services,3
2926,2.58,Growth,1,2,98761313,Mar-18,7454,15,9,3029,56,350,778,0.46,9,Contractor Services,1
2927,0.48,Growth,1,3,98761313,Mar-18,1729,11,2,1266,55,350,714,0.57,2,Fastners Firestop Strut,2
2928,2.4,Stable,1,1,98761314,Mar-18,3572,14,3,2994,24,3500,222,0.73,6,Power Tools,1
2929,0.7,Stable,1,1,98761314,Mar-18,9744,13,9,3029,29,3500,169,0.58,4,Hilti Services,1
2930,0.84,Stable,1,3,98761314,Mar-18,8061,2,6,1162,45,3500,685,0.92,1,Contractor Services,2
2931,1.59,Stable,1,1,98761314,Mar-18,9630,2,2,778,51,3500,238,0.11,2,Fastners Firestop Strut,1
2932,1.07,Growth,1,1,98761315,Mar-18,4139,16,7,1098,36,42,663,0.18,6,Power Tools,3
2933,1.27,Growth,1,2,98761315,Mar-18,8118,2,6,3086,37,42,696,0.95,8,Hilti Services,2
2934,1.95,Growth,1,3,98761315,Mar-18,8283,5,9,4330,51,42,661,0.24,4,Contractor Services,1
2935,2.62,Growth,1,1,98761315,Mar-18,4214,12,10,1276,22,42,405,0.63,1,Fastners Firestop Strut,1
2936,2.53,Growth,1,1,98761316,Mar-18,4425,4,2,2160,60,170,995,0.47,8,Power Tools,3
2937,2.74,Growth,1,2,98761316,Mar-18,8142,16,9,3821,34,170,120,0.75,5,Hilti Services,1
2938,1.01,Growth,1,1,98761316,Mar-18,9601,8,8,1445,45,170,592,0.4,1,Contractor Services,3
2939,0.84,Growth,1,3,98761316,Mar-18,8665,16,6,4385,35,170,147,0.62,4,Fastners Firestop Strut,3
2940,2.8,Growth,1,3,98761317,Mar-18,742,8,2,4856,48,750,789,0.27,2,Power Tools,3
2941,1.32,Growth,1,1,98761317,Mar-18,7018,16,10,1344,63,750,762,0.7,8,Hilti Services,3
2942,2.77,Growth,1,2,98761317,Mar-18,9327,1,6,729,34,750,767,0.87,3,Contractor Services,1
2943,0.78,Growth,1,2,98761317,Mar-18,3087,12,7,4538,60,750,413,0.31,4,Fastners Firestop Strut,2
2944,0.47,Growth,1,2,98761318,Mar-18,251,4,4,3265,36,42,222,0.25,7,Power Tools,3
2945,1.14,Growth,1,3,98761318,Mar-18,2761,2,3,4629,54,42,636,0.13,6,Hilti Services,1
2946,2.67,Growth,1,1,98761318,Mar-18,5055,14,10,3547,20,42,997,0.25,8,Contractor Services,1
2947,1.88,Growth,1,2,98761318,Mar-18,3817,2,9,3160,30,42,366,0.16,4,Fastners Firestop Strut,2
2948,1.38,Growth,1,2,98761333,Mar-18,9232,3,5,3597,33,7500,835,0.46,6,Power Tools,2
2949,1.21,Growth,1,1,98761333,Mar-18,2423,7,6,4181,28,7500,713,0.93,6,Hilti Services,1
2950,1.51,Growth,1,3,98761333,Mar-18,5993,14,9,1374,41,7500,300,0.97,4,Contractor Services,1
2951,1.23,Growth,1,2,98761333,Mar-18,2852,14,1,3472,44,7500,814,0.67,2,Fastners Firestop Strut,2
2952,1.06,Growth,1,3,98761334,Mar-18,9419,2,3,1512,28,3500,934,0.97,3,Power Tools,2
2953,2.63,Growth,1,2,98761334,Mar-18,7309,6,7,4211,66,3500,628,0.13,1,Hilti Services,2
2954,0.45,Growth,1,2,98761334,Mar-18,3686,9,10,3590,61,3500,115,0.65,1,Contractor Services,3
2955,1.34,Growth,1,2,98761334,Mar-18,4142,7,6,963,50,3500,533,0.54,4,Fastners Firestop Strut,3
2956,0.97,Decline,1,3,98761335,Mar-18,3952,13,3,4547,67,750 ,810,0.37,1,Power Tools,1
2957,2.89,Decline,1,3,98761335,Mar-18,5653,5,9,2905,22,750 ,333,0.64,7,Hilti Services,2
2958,1.25,Decline,1,1,98761335,Mar-18,4453,3,2,4664,11,750 ,507,0.87,1,Contractor Services,2
2959,1.43,Decline,1,3,98761335,Mar-18,8092,10,4,1587,48,750 ,334,0.8,6,Fastners Firestop Strut,1
2960,1.25,Decline,1,1,98761336,Mar-18,1938,7,10,546,33,3500,730,0.5,8,Power Tools,3
2961,2.88,Decline,1,3,98761336,Mar-18,805,6,8,2344,29,3500,253,0.29,10,Hilti Services,2
2962,1.61,Decline,1,1,98761336,Mar-18,4655,3,9,2792,51,3500,239,0.46,8,Contractor Services,1
2963,0.62,Decline,1,2,98761336,Mar-18,7811,11,2,2853,27,3500,800,0.85,7,Fastners Firestop Strut,1
2964,1.49,Decline,1,2,98761337,Mar-18,7276,15,9,1777,67,350,707,0.4,10,Power Tools,3
2965,2.83,Decline,1,3,98761337,Mar-18,590,2,4,2248,34,350,900,0.79,2,Hilti Services,3
2966,1.97,Decline,1,2,98761337,Mar-18,1866,15,6,2100,56,350,471,0.89,6,Contractor Services,3
2967,2.1,Decline,1,1,98761337,Mar-18,9886,16,10,4289,66,350,150,0.33,1,Fastners Firestop Strut,3
2968,1.71,Decline,1,2,98761338,Mar-18,4729,3,1,3408,19,170,954,0.92,5,Power Tools,2
2969,1.55,Decline,1,1,98761338,Mar-18,657,4,4,4727,66,170,997,0.12,2,Hilti Services,3
2970,2.94,Decline,1,1,98761338,Mar-18,8696,2,1,994,11,170,975,0.13,9,Contractor Services,1
2971,1.87,Decline,1,1,98761338,Mar-18,5460,5,8,4140,46,170,339,0.64,1,Fastners Firestop Strut,3
2972,1.77,Decline,1,1,98761339,Mar-18,7576,8,1,4084,12,350,647,0.63,1,Power Tools,3
2973,0.89,Decline,1,2,98761339,Mar-18,3401,10,1,3981,41,350,634,0.93,9,Hilti Services,3
2974,2.3,Decline,1,2,98761339,Mar-18,5070,10,2,689,22,350,703,0.23,4,Contractor Services,2
2975,2.36,Decline,1,2,98761339,Mar-18,4780,12,10,1501,50,350,997,0.18,9,Fastners Firestop Strut,3
2976,2.73,Decline,1,1,98761340,Mar-18,3675,8,10,4046,12,750,713,0.29,7,Power Tools,3
2977,0.92,Decline,1,2,98761340,Mar-18,2648,1,5,4565,66,750,155,0.77,4,Hilti Services,1
2978,0.97,Decline,1,2,98761340,Mar-18,8945,1,3,3190,27,750,321,0.58,3,Contractor Services,1
2979,1.08,Decline,1,1,98761340,Mar-18,7945,11,1,3016,18,750,320,0.9,9,Fastners Firestop Strut,2
2980,2.55,Decline,1,3,98761341,Mar-18,3272,16,4,2432,27,350,621,0.7,5,Power Tools,1
2981,2.86,Decline,1,3,98761341,Mar-18,9842,10,2,1697,69,350,190,0.34,1,Hilti Services,3
2982,0.85,Decline,1,1,98761341,Mar-18,3802,7,7,3864,56,350,510,0.59,4,Contractor Services,3
2983,2.41,Decline,1,1,98761341,Mar-18,8858,1,9,4745,21,350,772,0.94,8,Fastners Firestop Strut,1
2984,0.53,Stable,1,2,98761342,Mar-18,6995,11,2,885,45,350 ,458,0.7,5,Power Tools,2
2985,2.85,Stable,1,2,98761342,Mar-18,3681,11,2,4334,13,350 ,269,0.58,6,Hilti Services,2
2986,2.77,Stable,1,3,98761342,Mar-18,6553,7,1,1999,29,350 ,464,0.3,2,Contractor Services,1
2987,1.62,Stable,1,3,98761342,Mar-18,2337,1,10,3271,45,350 ,923,0.18,10,Fastners Firestop Strut,2
2988,0.64,Decline,1,2,98761343,Mar-18,9078,3,9,2474,38,3500,363,0.58,9,Power Tools,3
2989,1.95,Decline,1,2,98761343,Mar-18,813,11,3,4950,43,3500,364,0.3,7,Hilti Services,1
2990,1.83,Decline,1,2,98761343,Mar-18,6309,8,9,2935,44,3500,286,0.51,2,Contractor Services,1
2991,1.92,Decline,1,3,98761343,Mar-18,5631,11,1,4552,67,3500,477,0.56,2,Fastners Firestop Strut,3
2992,2.72,Stable,1,3,98761344,Mar-18,4752,3,6,4919,48,170,978,0.27,9,Power Tools,3
2993,2.8,Stable,1,3,98761344,Mar-18,2924,1,4,2259,57,170,562,0.15,9,Hilti Services,3
2994,0.32,Stable,1,1,98761344,Mar-18,7802,3,6,1517,39,170,515,0.26,1,Contractor Services,1
2995,1.55,Stable,1,1,98761344,Mar-18,3102,6,5,3343,68,170,538,0.13,8,Fastners Firestop Strut,2
2996,2.13,Decline,1,2,98761345,Mar-18,7132,7,4,863,14,170,103,0.58,8,Power Tools,3
2997,0.49,Decline,1,3,98761345,Mar-18,2576,2,4,4214,15,170,998,0.54,6,Hilti Services,3
2998,2.52,Decline,1,2,98761345,Mar-18,2229,16,3,2355,37,170,536,0.84,7,Contractor Services,2
2999,1.01,Decline,1,1,98761345,Mar-18,3990,10,7,3647,52,170,895,0.97,7,Fastners Firestop Strut,1
3000,2.36,Decline,1,2,98761346,Mar-18,6147,3,10,4857,25,750,932,0.51,9,Power Tools,2
3001,0.48,Decline,1,1,98761346,Mar-18,6894,13,8,1940,44,750,847,0.72,5,Hilti Services,1
3002,0.96,Decline,1,3,98761346,Mar-18,3907,14,2,3975,51,750,981,0.58,3,Contractor Services,1
3003,0.94,Decline,1,1,98761346,Mar-18,3493,1,4,4154,52,750,172,0.28,2,Fastners Firestop Strut,2
3004,0.87,Decline,1,2,98761347,Mar-18,3461,9,8,2594,40,350,564,0.62,8,Power Tools,3
3005,2.19,Decline,1,3,98761347,Mar-18,957,8,7,3760,41,350,813,0.47,6,Hilti Services,2
3006,1.59,Decline,1,2,98761347,Mar-18,5487,16,2,1317,62,350,372,0.8,5,Contractor Services,2
3007,2.85,Decline,1,3,98761347,Mar-18,9517,6,3,3608,16,350,394,0.4,9,Fastners Firestop Strut,3
3008,2.54,Decline,1,3,98761348,Mar-18,1660,16,3,2448,69,500,971,0.49,3,Power Tools,2
3009,1.43,Decline,1,2,98761348,Mar-18,8560,10,8,3029,58,500,1000,0.53,10,Hilti Services,3
3010,0.92,Decline,1,3,98761348,Mar-18,6872,13,8,715,53,500,277,0.38,5,Contractor Services,1
3011,2.65,Decline,1,1,98761348,Mar-18,1829,10,1,640,34,500,135,0.52,7,Fastners Firestop Strut,1
3012,0.9,Decline,1,3,98761349,Mar-18,1093,2,8,846,55,800,190,0.85,3,Power Tools,2
3013,0.86,Decline,1,3,98761349,Mar-18,5921,4,10,1631,53,800,476,0.98,9,Hilti Services,1
3014,2.83,Decline,1,2,98761349,Mar-18,1888,11,8,2701,36,800,212,0.59,6,Contractor Services,3
3015,2.52,Decline,1,1,98761349,Mar-18,7781,4,9,3327,56,800,179,0.5,6,Fastners Firestop Strut,3
3016,1.75,Decline,1,3,98761350,Mar-18,9551,10,8,2466,36,800,835,0.94,4,Power Tools,3
3017,1.93,Decline,1,3,98761350,Mar-18,5101,9,2,1334,25,800,255,0.2,1,Hilti Services,3
3018,2.14,Decline,1,1,98761350,Mar-18,2737,8,1,4178,57,800,650,0.55,7,Contractor Services,3
3019,1.19,Decline,1,3,98761350,Mar-18,5922,6,6,4387,64,800,220,0.43,10,Fastners Firestop Strut,1
3020,0.65,Decline,1,1,98761351,Mar-18,4569,2,1,4510,28,1000,910,0.14,4,Power Tools,3
3021,1.14,Decline,1,2,98761351,Mar-18,582,6,7,924,40,1000,723,0.21,8,Hilti Services,1
3022,1.25,Decline,1,1,98761351,Mar-18,1938,1,4,3597,61,1000,841,0.22,8,Contractor Services,3
3023,2.37,Decline,1,2,98761351,Mar-18,3367,6,7,4854,49,1000,588,0.32,8,Fastners Firestop Strut,1
3024,0.78,Decline,1,2,98761352,Mar-18,5512,9,10,3394,17,4400,352,0.2,6,Power Tools,1
3025,2.23,Decline,1,3,98761352,Mar-18,2237,2,6,4594,60,4400,967,0.92,7,Hilti Services,3
3026,0.33,Decline,1,1,98761352,Mar-18,7262,11,5,3876,34,4400,216,0.46,3,Contractor Services,3
3027,0.47,Decline,1,1,98761352,Mar-18,5527,5,1,2989,64,4400,838,0.67,5,Fastners Firestop Strut,3
3028,2.69,Stable,1,1,98761383,Mar-18,2081,13,1,3398,52,37,850,0.99,1,Power Tools,2
3029,2.37,Stable,1,2,98761383,Mar-18,9493,13,1,2018,53,37,807,0.22,5,Hilti Services,1
